Utterance,activityId
would,3600D8974B3A11E9BEA916071609B6A6
not,3600D8974B3A11E9BEA916071609B6A6
be,3600D8974B3A11E9BEA916071609B6A6
back,3600D8974B3A11E9BEA916071609B6A6
abcabc,3600D8974B3A11E9BEA916071609B6A6
on,3600D8974B3A11E9BEA916071609B6A6
monday,3600D8974B3A11E9BEA916071609B6A6
he,3600D8974B3A11E9BEA916071609B6A6
showed,3600D8974B3A11E9BEA916071609B6A6
up,3600D8974B3A11E9BEA916071609B6A6
with,3600D8974B3A11E9BEA916071609B6A6
a,3600D8974B3A11E9BEA916071609B6A6
big,3600D8974B3A11E9BEA916071609B6A6
cast,3600D8974B3A11E9BEA916071609B6A6
on,3600D8974B3A11E9BEA916071609B6A6
his,3600D8974B3A11E9BEA916071609B6A6
right,3600D8974B3A11E9BEA916071609B6A6
arm,3600D8974B3A11E9BEA916071609B6A6
all,3600D8974B3A11E9BEA916071609B6A6
of,3600D8974B3A11E9BEA916071609B6A6
the,3600D8974B3A11E9BEA916071609B6A6
other,3600D8974B3A11E9BEA916071609B6A6
kids,3600D8974B3A11E9BEA916071609B6A6
wanted,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
know,3600D8974B3A11E9BEA916071609B6A6
what,3600D8974B3A11E9BEA916071609B6A6
happened,3600D8974B3A11E9BEA916071609B6A6
but,3600D8974B3A11E9BEA916071609B6A6
no,3600D8974B3A11E9BEA916071609B6A6
one,3600D8974B3A11E9BEA916071609B6A6
dared,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
ask,3600D8974B3A11E9BEA916071609B6A6
that,3600D8974B3A11E9BEA916071609B6A6
day,3600D8974B3A11E9BEA916071609B6A6
at,3600D8974B3A11E9BEA916071609B6A6
recess,3600D8974B3A11E9BEA916071609B6A6
mary,3600D8974B3A11E9BEA916071609B6A6
and,3600D8974B3A11E9BEA916071609B6A6
abcabcjohn,3600D8974B3A11E9BEA916071609B6A6
ran,3600D8974B3A11E9BEA916071609B6A6
out,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
play,3600D8974B3A11E9BEA916071609B6A6
they,3600D8974B3A11E9BEA916071609B6A6
noticed,3600D8974B3A11E9BEA916071609B6A6
adam,3600D8974B3A11E9BEA916071609B6A6
abcabclayging,3600D8974B3A11E9BEA916071609B6A6
behind,3600D8974B3A11E9BEA916071609B6A6
he,3600D8974B3A11E9BEA916071609B6A6
was,3600D8974B3A11E9BEA916071609B6A6
struggling,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
tie,3600D8974B3A11E9BEA916071609B6A6
his,3600D8974B3A11E9BEA916071609B6A6
shoe,3600D8974B3A11E9BEA916071609B6A6
should,3600D8974B3A11E9BEA916071609B6A6
we,3600D8974B3A11E9BEA916071609B6A6
help,3600D8974B3A11E9BEA916071609B6A6
him,3600D8974B3A11E9BEA916071609B6A6
mary,3600D8974B3A11E9BEA916071609B6A6
asked,3600D8974B3A11E9BEA916071609B6A6
no,3600D8974B3A11E9BEA916071609B6A6
way,3600D8974B3A11E9BEA916071609B6A6
said,3600D8974B3A11E9BEA916071609B6A6
abcabcjohn,3600D8974B3A11E9BEA916071609B6A6
but,3600D8974B3A11E9BEA916071609B6A6
mary,3600D8974B3A11E9BEA916071609B6A6
walked,3600D8974B3A11E9BEA916071609B6A6
slowly,3600D8974B3A11E9BEA916071609B6A6
over,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
adam,3600D8974B3A11E9BEA916071609B6A6
anyway,3600D8974B3A11E9BEA916071609B6A6
can,3600D8974B3A11E9BEA916071609B6A6
i,3600D8974B3A11E9BEA916071609B6A6
help,3600D8974B3A11E9BEA916071609B6A6
you,3600D8974B3A11E9BEA916071609B6A6
she,3600D8974B3A11E9BEA916071609B6A6
asked,3600D8974B3A11E9BEA916071609B6A6
adam,3600D8974B3A11E9BEA916071609B6A6
looked,3600D8974B3A11E9BEA916071609B6A6
up,3600D8974B3A11E9BEA916071609B6A6
at,3600D8974B3A11E9BEA916071609B6A6
her,3600D8974B3A11E9BEA916071609B6A6
and,3600D8974B3A11E9BEA916071609B6A6
grunted,3600D8974B3A11E9BEA916071609B6A6
mary,3600D8974B3A11E9BEA916071609B6A6
bent,3600D8974B3A11E9BEA916071609B6A6
down,3600D8974B3A11E9BEA916071609B6A6
and,3600D8974B3A11E9BEA916071609B6A6
quickly,3600D8974B3A11E9BEA916071609B6A6
tied,3600D8974B3A11E9BEA916071609B6A6
his,3600D8974B3A11E9BEA916071609B6A6
shoe,3600D8974B3A11E9BEA916071609B6A6
then,3600D8974B3A11E9BEA916071609B6A6
she,3600D8974B3A11E9BEA916071609B6A6
ran,3600D8974B3A11E9BEA916071609B6A6
back,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
abcabcjohn,3600D8974B3A11E9BEA916071609B6A6
why,3600D8974B3A11E9BEA916071609B6A6
did,3600D8974B3A11E9BEA916071609B6A6
you,3600D8974B3A11E9BEA916071609B6A6
help,3600D8974B3A11E9BEA916071609B6A6
him,3600D8974B3A11E9BEA916071609B6A6
asked,3600D8974B3A11E9BEA916071609B6A6
abcabcjohn,3600D8974B3A11E9BEA916071609B6A6
hes,3600D8974B3A11E9BEA916071609B6A6
never,3600D8974B3A11E9BEA916071609B6A6
nice,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
us,3600D8974B3A11E9BEA916071609B6A6
mary,3600D8974B3A11E9BEA916071609B6A6
shrugged,3600D8974B3A11E9BEA916071609B6A6
maybe,3600D8974B3A11E9BEA916071609B6A6
if,3600D8974B3A11E9BEA916071609B6A6
were,3600D8974B3A11E9BEA916071609B6A6
nice,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
him,3600D8974B3A11E9BEA916071609B6A6
hell,3600D8974B3A11E9BEA916071609B6A6
start,3600D8974B3A11E9BEA916071609B6A6
 ,3600D8974B3A11E9BEA916071609B6A6
abcabc,3600D8974B3A11E9BEA916071609B6A6
a,3600D8974B3A11E9BEA916071609B6A6
little,3600D8974B3A11E9BEA916071609B6A6
nicer,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
us,3600D8974B3A11E9BEA916071609B6A6
over,3600D8974B3A11E9BEA916071609B6A6
the,3600D8974B3A11E9BEA916071609B6A6
next,3600D8974B3A11E9BEA916071609B6A6
few,3600D8974B3A11E9BEA916071609B6A6
weeks,3600D8974B3A11E9BEA916071609B6A6
adam,3600D8974B3A11E9BEA916071609B6A6
needed,3600D8974B3A11E9BEA916071609B6A6
help,3600D8974B3A11E9BEA916071609B6A6
many,3600D8974B3A11E9BEA916071609B6A6
times,3600D8974B3A11E9BEA916071609B6A6
because,3600D8974B3A11E9BEA916071609B6A6
of,3600D8974B3A11E9BEA916071609B6A6
his,3600D8974B3A11E9BEA916071609B6A6
cast,3600D8974B3A11E9BEA916071609B6A6
everyone,3600D8974B3A11E9BEA916071609B6A6
in,3600D8974B3A11E9BEA916071609B6A6
abcabc,3600D8974B3A11E9BEA916071609B6A6
class,3600D8974B3A11E9BEA916071609B6A6
helped,3600D8974B3A11E9BEA916071609B6A6
him,3600D8974B3A11E9BEA916071609B6A6
when,3600D8974B3A11E9BEA916071609B6A6
his,3600D8974B3A11E9BEA916071609B6A6
cast,3600D8974B3A11E9BEA916071609B6A6
finally,3600D8974B3A11E9BEA916071609B6A6
came,3600D8974B3A11E9BEA916071609B6A6
off,3600D8974B3A11E9BEA916071609B6A6
he,3600D8974B3A11E9BEA916071609B6A6
was,3600D8974B3A11E9BEA916071609B6A6
a,3600D8974B3A11E9BEA916071609B6A6
little,3600D8974B3A11E9BEA916071609B6A6
bit,3600D8974B3A11E9BEA916071609B6A6
nicer,3600D8974B3A11E9BEA916071609B6A6
to,3600D8974B3A11E9BEA916071609B6A6
everyone,3600D8974B3A11E9BEA916071609B6A6
well,3600D8974B3A11E9BEA916071609B6A6
at,3600D8974B3A11E9BEA916071609B6A6
least,3600D8974B3A11E9BEA916071609B6A6
he,3600D8974B3A11E9BEA916071609B6A6
abcabcstop,3600D8974B3A11E9BEA916071609B6A6
stealing,3600D8974B3A11E9BEA916071609B6A6
their,3600D8974B3A11E9BEA916071609B6A6
snacks,3600D8974B3A11E9BEA916071609B6A6
every,3851EC464B3111E9BEA916071609B6A6
day,3851EC464B3111E9BEA916071609B6A6
during,3851EC464B3111E9BEA916071609B6A6
recess,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
jason,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
their,3851EC464B3111E9BEA916071609B6A6
classmates,3851EC464B3111E9BEA916071609B6A6
played,3851EC464B3111E9BEA916071609B6A6
together,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
didnt,3851EC464B3111E9BEA916071609B6A6
play,3851EC464B3111E9BEA916071609B6A6
with,3851EC464B3111E9BEA916071609B6A6
anybody,3851EC464B3111E9BEA916071609B6A6
instead,3851EC464B3111E9BEA916071609B6A6
he,3851EC464B3111E9BEA916071609B6A6
tossed,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
playground,3851EC464B3111E9BEA916071609B6A6
abcabcball,3851EC464B3111E9BEA916071609B6A6
over,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
fence,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
threw,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
swing,3851EC464B3111E9BEA916071609B6A6
up,3851EC464B3111E9BEA916071609B6A6
over,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
swing,3851EC464B3111E9BEA916071609B6A6
set,3851EC464B3111E9BEA916071609B6A6
bars,3851EC464B3111E9BEA916071609B6A6
so,3851EC464B3111E9BEA916071609B6A6
no,3851EC464B3111E9BEA916071609B6A6
one,3851EC464B3111E9BEA916071609B6A6
could,3851EC464B3111E9BEA916071609B6A6
swing,3851EC464B3111E9BEA916071609B6A6
he,3851EC464B3111E9BEA916071609B6A6
even,3851EC464B3111E9BEA916071609B6A6
called,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
other,3851EC464B3111E9BEA916071609B6A6
kids,3851EC464B3111E9BEA916071609B6A6
names,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
stole,3851EC464B3111E9BEA916071609B6A6
their,3851EC464B3111E9BEA916071609B6A6
snacks,3851EC464B3111E9BEA916071609B6A6
all,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
kids,3851EC464B3111E9BEA916071609B6A6
at,3851EC464B3111E9BEA916071609B6A6
school,3851EC464B3111E9BEA916071609B6A6
were,3851EC464B3111E9BEA916071609B6A6
afraid,3851EC464B3111E9BEA916071609B6A6
of,3851EC464B3111E9BEA916071609B6A6
him,3851EC464B3111E9BEA916071609B6A6
one,3851EC464B3111E9BEA916071609B6A6
friday,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
missed,3851EC464B3111E9BEA916071609B6A6
school,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
everyone,3851EC464B3111E9BEA916071609B6A6
enjoyed,3851EC464B3111E9BEA916071609B6A6
recess,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
said,3851EC464B3111E9BEA916071609B6A6
recess,3851EC464B3111E9BEA916071609B6A6
should,3851EC464B3111E9BEA916071609B6A6
be,3851EC464B3111E9BEA916071609B6A6
like,3851EC464B3111E9BEA916071609B6A6
this,3851EC464B3111E9BEA916071609B6A6
every,3851EC464B3111E9BEA916071609B6A6
day,3851EC464B3111E9BEA916071609B6A6
they,3851EC464B3111E9BEA916071609B6A6
hoped,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
would,3851EC464B3111E9BEA916071609B6A6
not,3851EC464B3111E9BEA916071609B6A6
be,3851EC464B3111E9BEA916071609B6A6
back,3851EC464B3111E9BEA916071609B6A6
but,3851EC464B3111E9BEA916071609B6A6
on,3851EC464B3111E9BEA916071609B6A6
monday,3851EC464B3111E9BEA916071609B6A6
he,3851EC464B3111E9BEA916071609B6A6
showed,3851EC464B3111E9BEA916071609B6A6
up,3851EC464B3111E9BEA916071609B6A6
with,3851EC464B3111E9BEA916071609B6A6
a,3851EC464B3111E9BEA916071609B6A6
big,3851EC464B3111E9BEA916071609B6A6
cast,3851EC464B3111E9BEA916071609B6A6
on,3851EC464B3111E9BEA916071609B6A6
his,3851EC464B3111E9BEA916071609B6A6
right,3851EC464B3111E9BEA916071609B6A6
arm,3851EC464B3111E9BEA916071609B6A6
all,3851EC464B3111E9BEA916071609B6A6
of,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
other,3851EC464B3111E9BEA916071609B6A6
kids,3851EC464B3111E9BEA916071609B6A6
wanted,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
know,3851EC464B3111E9BEA916071609B6A6
what,3851EC464B3111E9BEA916071609B6A6
happened,3851EC464B3111E9BEA916071609B6A6
but,3851EC464B3111E9BEA916071609B6A6
no,3851EC464B3111E9BEA916071609B6A6
one,3851EC464B3111E9BEA916071609B6A6
dared,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
ask,3851EC464B3111E9BEA916071609B6A6
that,3851EC464B3111E9BEA916071609B6A6
day,3851EC464B3111E9BEA916071609B6A6
at,3851EC464B3111E9BEA916071609B6A6
recess,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
jason,3851EC464B3111E9BEA916071609B6A6
ran,3851EC464B3111E9BEA916071609B6A6
out,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
play,3851EC464B3111E9BEA916071609B6A6
they,3851EC464B3111E9BEA916071609B6A6
noticed,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
lagging,3851EC464B3111E9BEA916071609B6A6
behind,3851EC464B3111E9BEA916071609B6A6
he,3851EC464B3111E9BEA916071609B6A6
was,3851EC464B3111E9BEA916071609B6A6
struggling,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
tie,3851EC464B3111E9BEA916071609B6A6
his,3851EC464B3111E9BEA916071609B6A6
shoe,3851EC464B3111E9BEA916071609B6A6
should,3851EC464B3111E9BEA916071609B6A6
we,3851EC464B3111E9BEA916071609B6A6
help,3851EC464B3111E9BEA916071609B6A6
him,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
asked,3851EC464B3111E9BEA916071609B6A6
no,3851EC464B3111E9BEA916071609B6A6
way,3851EC464B3111E9BEA916071609B6A6
said,3851EC464B3111E9BEA916071609B6A6
jason,3851EC464B3111E9BEA916071609B6A6
but,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
walked,3851EC464B3111E9BEA916071609B6A6
slowly,3851EC464B3111E9BEA916071609B6A6
over,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
anyway,3851EC464B3111E9BEA916071609B6A6
can,3851EC464B3111E9BEA916071609B6A6
i,3851EC464B3111E9BEA916071609B6A6
help,3851EC464B3111E9BEA916071609B6A6
you,3851EC464B3111E9BEA916071609B6A6
she,3851EC464B3111E9BEA916071609B6A6
asked,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
looked,3851EC464B3111E9BEA916071609B6A6
up,3851EC464B3111E9BEA916071609B6A6
at,3851EC464B3111E9BEA916071609B6A6
her,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
grunted,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
bent,3851EC464B3111E9BEA916071609B6A6
down,3851EC464B3111E9BEA916071609B6A6
and,3851EC464B3111E9BEA916071609B6A6
quickly,3851EC464B3111E9BEA916071609B6A6
tied,3851EC464B3111E9BEA916071609B6A6
his,3851EC464B3111E9BEA916071609B6A6
shoe,3851EC464B3111E9BEA916071609B6A6
then,3851EC464B3111E9BEA916071609B6A6
she,3851EC464B3111E9BEA916071609B6A6
ran,3851EC464B3111E9BEA916071609B6A6
back,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
jason,3851EC464B3111E9BEA916071609B6A6
why,3851EC464B3111E9BEA916071609B6A6
did,3851EC464B3111E9BEA916071609B6A6
you,3851EC464B3111E9BEA916071609B6A6
help,3851EC464B3111E9BEA916071609B6A6
him,3851EC464B3111E9BEA916071609B6A6
asked,3851EC464B3111E9BEA916071609B6A6
jason,3851EC464B3111E9BEA916071609B6A6
hes,3851EC464B3111E9BEA916071609B6A6
never,3851EC464B3111E9BEA916071609B6A6
nice,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
us,3851EC464B3111E9BEA916071609B6A6
mary,3851EC464B3111E9BEA916071609B6A6
shrugged,3851EC464B3111E9BEA916071609B6A6
maybe,3851EC464B3111E9BEA916071609B6A6
if,3851EC464B3111E9BEA916071609B6A6
were,3851EC464B3111E9BEA916071609B6A6
nice,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
him,3851EC464B3111E9BEA916071609B6A6
hell,3851EC464B3111E9BEA916071609B6A6
start,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
abcabcbeing,3851EC464B3111E9BEA916071609B6A6
a,3851EC464B3111E9BEA916071609B6A6
little,3851EC464B3111E9BEA916071609B6A6
nicer,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
us,3851EC464B3111E9BEA916071609B6A6
over,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
next,3851EC464B3111E9BEA916071609B6A6
few,3851EC464B3111E9BEA916071609B6A6
weeks,3851EC464B3111E9BEA916071609B6A6
adam,3851EC464B3111E9BEA916071609B6A6
needed,3851EC464B3111E9BEA916071609B6A6
help,3851EC464B3111E9BEA916071609B6A6
many,3851EC464B3111E9BEA916071609B6A6
times,3851EC464B3111E9BEA916071609B6A6
because,3851EC464B3111E9BEA916071609B6A6
of,3851EC464B3111E9BEA916071609B6A6
his,3851EC464B3111E9BEA916071609B6A6
cast,3851EC464B3111E9BEA916071609B6A6
everyone,3851EC464B3111E9BEA916071609B6A6
in,3851EC464B3111E9BEA916071609B6A6
the,3851EC464B3111E9BEA916071609B6A6
class,3851EC464B3111E9BEA916071609B6A6
helped,3851EC464B3111E9BEA916071609B6A6
him,3851EC464B3111E9BEA916071609B6A6
when,3851EC464B3111E9BEA916071609B6A6
his,3851EC464B3111E9BEA916071609B6A6
cast,3851EC464B3111E9BEA916071609B6A6
finally,3851EC464B3111E9BEA916071609B6A6
came,3851EC464B3111E9BEA916071609B6A6
off,3851EC464B3111E9BEA916071609B6A6
he,3851EC464B3111E9BEA916071609B6A6
was,3851EC464B3111E9BEA916071609B6A6
a,3851EC464B3111E9BEA916071609B6A6
little,3851EC464B3111E9BEA916071609B6A6
bit,3851EC464B3111E9BEA916071609B6A6
nicer,3851EC464B3111E9BEA916071609B6A6
to,3851EC464B3111E9BEA916071609B6A6
everyone,3851EC464B3111E9BEA916071609B6A6
well,3851EC464B3111E9BEA916071609B6A6
at,3851EC464B3111E9BEA916071609B6A6
least,3851EC464B3111E9BEA916071609B6A6
he,3851EC464B3111E9BEA916071609B6A6
stopped,3851EC464B3111E9BEA916071609B6A6
stealing,3851EC464B3111E9BEA916071609B6A6
their,3851EC464B3111E9BEA916071609B6A6
snacks,3851EC464B3111E9BEA916071609B6A6
every,38EF8B5F4B3C11E9BEA916071609B6A6
day,38EF8B5F4B3C11E9BEA916071609B6A6
during,38EF8B5F4B3C11E9BEA916071609B6A6
recess,38EF8B5F4B3C11E9BEA916071609B6A6
mary,38EF8B5F4B3C11E9BEA916071609B6A6
jason,38EF8B5F4B3C11E9BEA916071609B6A6
and,38EF8B5F4B3C11E9BEA916071609B6A6
their,38EF8B5F4B3C11E9BEA916071609B6A6
classmates,38EF8B5F4B3C11E9BEA916071609B6A6
played,38EF8B5F4B3C11E9BEA916071609B6A6
together,38EF8B5F4B3C11E9BEA916071609B6A6
adam,38EF8B5F4B3C11E9BEA916071609B6A6
didnt,38EF8B5F4B3C11E9BEA916071609B6A6
play,38EF8B5F4B3C11E9BEA916071609B6A6
with,38EF8B5F4B3C11E9BEA916071609B6A6
anybody,38EF8B5F4B3C11E9BEA916071609B6A6
instead,38EF8B5F4B3C11E9BEA916071609B6A6
he,38EF8B5F4B3C11E9BEA916071609B6A6
tossed,38EF8B5F4B3C11E9BEA916071609B6A6
the,38EF8B5F4B3C11E9BEA916071609B6A6
playground,38EF8B5F4B3C11E9BEA916071609B6A6
balls,38EF8B5F4B3C11E9BEA916071609B6A6
over,38EF8B5F4B3C11E9BEA916071609B6A6
the,38EF8B5F4B3C11E9BEA916071609B6A6
fence,38EF8B5F4B3C11E9BEA916071609B6A6
and,38EF8B5F4B3C11E9BEA916071609B6A6
threw,38EF8B5F4B3C11E9BEA916071609B6A6
the,38EF8B5F4B3C11E9BEA916071609B6A6
swings,38EF8B5F4B3C11E9BEA916071609B6A6
up,38EF8B5F4B3C11E9BEA916071609B6A6
over,38EF8B5F4B3C11E9BEA916071609B6A6
the,38EF8B5F4B3C11E9BEA916071609B6A6
swing,38EF8B5F4B3C11E9BEA916071609B6A6
set,38EF8B5F4B3C11E9BEA916071609B6A6
bars,38EF8B5F4B3C11E9BEA916071609B6A6
so,38EF8B5F4B3C11E9BEA916071609B6A6
no,38EF8B5F4B3C11E9BEA916071609B6A6
one,38EF8B5F4B3C11E9BEA916071609B6A6
could,38EF8B5F4B3C11E9BEA916071609B6A6
swing,38EF8B5F4B3C11E9BEA916071609B6A6
he,38EF8B5F4B3C11E9BEA916071609B6A6
even,38EF8B5F4B3C11E9BEA916071609B6A6
called,38EF8B5F4B3C11E9BEA916071609B6A6
abcabcthis,38EF8B5F4B3C11E9BEA916071609B6A6
other,38EF8B5F4B3C11E9BEA916071609B6A6
kids,38EF8B5F4B3C11E9BEA916071609B6A6
abcabcname,38EF8B5F4B3C11E9BEA916071609B6A6
and,38EF8B5F4B3C11E9BEA916071609B6A6
stole,38EF8B5F4B3C11E9BEA916071609B6A6
their,38EF8B5F4B3C11E9BEA916071609B6A6
snacks,38EF8B5F4B3C11E9BEA916071609B6A6
all,38EF8B5F4B3C11E9BEA916071609B6A6
abcabctheir,38EF8B5F4B3C11E9BEA916071609B6A6
kids,38EF8B5F4B3C11E9BEA916071609B6A6
at,38EF8B5F4B3C11E9BEA916071609B6A6
school,38EF8B5F4B3C11E9BEA916071609B6A6
were,38EF8B5F4B3C11E9BEA916071609B6A6
afraid,38EF8B5F4B3C11E9BEA916071609B6A6
of,38EF8B5F4B3C11E9BEA916071609B6A6
him,38EF8B5F4B3C11E9BEA916071609B6A6
one,38EF8B5F4B3C11E9BEA916071609B6A6
friday,38EF8B5F4B3C11E9BEA916071609B6A6
adam,38EF8B5F4B3C11E9BEA916071609B6A6
missed,38EF8B5F4B3C11E9BEA916071609B6A6
school,38EF8B5F4B3C11E9BEA916071609B6A6
and,38EF8B5F4B3C11E9BEA916071609B6A6
everyone,38EF8B5F4B3C11E9BEA916071609B6A6
enjoyed,38EF8B5F4B3C11E9BEA916071609B6A6
recess,38EF8B5F4B3C11E9BEA916071609B6A6
mary,38EF8B5F4B3C11E9BEA916071609B6A6
said,38EF8B5F4B3C11E9BEA916071609B6A6
recess,38EF8B5F4B3C11E9BEA916071609B6A6
should,38EF8B5F4B3C11E9BEA916071609B6A6
be,38EF8B5F4B3C11E9BEA916071609B6A6
like,38EF8B5F4B3C11E9BEA916071609B6A6
this,38EF8B5F4B3C11E9BEA916071609B6A6
every,38EF8B5F4B3C11E9BEA916071609B6A6
day,38EF8B5F4B3C11E9BEA916071609B6A6
they,38EF8B5F4B3C11E9BEA916071609B6A6
hoped,38EF8B5F4B3C11E9BEA916071609B6A6
adam,38EF8B5F4B3C11E9BEA916071609B6A6
would,38EF8B5F4B3C11E9BEA916071609B6A6
not,38EF8B5F4B3C11E9BEA916071609B6A6
be,38EF8B5F4B3C11E9BEA916071609B6A6
back,38EF8B5F4B3C11E9BEA916071609B6A6
but,38EF8B5F4B3C11E9BEA916071609B6A6
on,38EF8B5F4B3C11E9BEA916071609B6A6
monday,38EF8B5F4B3C11E9BEA916071609B6A6
he,38EF8B5F4B3C11E9BEA916071609B6A6
showed,38EF8B5F4B3C11E9BEA916071609B6A6
up,38EF8B5F4B3C11E9BEA916071609B6A6
with,38EF8B5F4B3C11E9BEA916071609B6A6
a,38EF8B5F4B3C11E9BEA916071609B6A6
big,38EF8B5F4B3C11E9BEA916071609B6A6
cast,38EF8B5F4B3C11E9BEA916071609B6A6
on,38EF8B5F4B3C11E9BEA916071609B6A6
his,38EF8B5F4B3C11E9BEA916071609B6A6
right,38EF8B5F4B3C11E9BEA916071609B6A6
arm,38EF8B5F4B3C11E9BEA916071609B6A6
all,38EF8B5F4B3C11E9BEA916071609B6A6
of,38EF8B5F4B3C11E9BEA916071609B6A6
the,38EF8B5F4B3C11E9BEA916071609B6A6
other,38EF8B5F4B3C11E9BEA916071609B6A6
kids,38EF8B5F4B3C11E9BEA916071609B6A6
wanted,38EF8B5F4B3C11E9BEA916071609B6A6
to,38EF8B5F4B3C11E9BEA916071609B6A6
know,38EF8B5F4B3C11E9BEA916071609B6A6
what,38EF8B5F4B3C11E9BEA916071609B6A6
happened,38EF8B5F4B3C11E9BEA916071609B6A6
but,38EF8B5F4B3C11E9BEA916071609B6A6
no,38EF8B5F4B3C11E9BEA916071609B6A6
one,38EF8B5F4B3C11E9BEA916071609B6A6
dared,38EF8B5F4B3C11E9BEA916071609B6A6
to,38EF8B5F4B3C11E9BEA916071609B6A6
ask,38EF8B5F4B3C11E9BEA916071609B6A6
that,38EF8B5F4B3C11E9BEA916071609B6A6
day,38EF8B5F4B3C11E9BEA916071609B6A6
at,38EF8B5F4B3C11E9BEA916071609B6A6
recess,38EF8B5F4B3C11E9BEA916071609B6A6
mary,38EF8B5F4B3C11E9BEA916071609B6A6
and,38EF8B5F4B3C11E9BEA916071609B6A6
jason,38EF8B5F4B3C11E9BEA916071609B6A6
ran,38EF8B5F4B3C11E9BEA916071609B6A6
out,38EF8B5F4B3C11E9BEA916071609B6A6
to,38EF8B5F4B3C11E9BEA916071609B6A6
play,38EF8B5F4B3C11E9BEA916071609B6A6
they,38EF8B5F4B3C11E9BEA916071609B6A6
noticed,38EF8B5F4B3C11E9BEA916071609B6A6
adam,38EF8B5F4B3C11E9BEA916071609B6A6
lagging,38EF8B5F4B3C11E9BEA916071609B6A6
behind,38EF8B5F4B3C11E9BEA916071609B6A6
he,38EF8B5F4B3C11E9BEA916071609B6A6
was,38EF8B5F4B3C11E9BEA916071609B6A6
struggling,38EF8B5F4B3C11E9BEA916071609B6A6
to,38EF8B5F4B3C11E9BEA916071609B6A6
